Symbol,Pre Market Volume,Price % Change from Open,% From Daily VWAP,ADR % - 1 Day,ADR - 1 Day,ATR - 14 Days,Last,Volume,Pre Market Last,Pre Market Price % Change,Relative Volume - 5 Day,Relative Volume - 20 Day,Industry,DCR,WCR,Name
DQ,305,-0.31%,0.58%,3.71%,0.465,0.9252,$12.81,486768,$13.1,-0.15%,0.7306,0.5756,Semiconductors & Semiconductor Equipment,61%,16%,Daqo New Energy Corp.
DRH,NaN,0.81%,1.01%,2.37%,0.29,0.2655,$12.47,2520254,$NaN,NaN%,1.6506,2.1093,Diversified REITs,76%,88%,DiamondRock Hospitality Company
DRI,504,0.55%,1.22%,2.70%,5.63,6.3266,$213.46,1470672,$214.2,0.68%,0.8865,1.4426,"Hotels, Restaurants & Leisure",92%,54%,"Darden Restaurants, Inc."
DRS,NaN,-3.74%,-1.97%,5.67%,2.39,1.9319,$42.45,1089417,$NaN,NaN%,1.7518,1.4953,Aerospace & Defense,13%,8%,"Leonardo DRS, Inc."
DRTS,7111,1.87%,0.00%,6.48%,0.688,0.6576,$10.92,444104,$10.85,-2.86%,0.7026,0.4834,Biotechnology,45%,79%,Alpha Tau Medical Ltd
DRVN,234,4.20%,1.27%,4.76%,0.64,0.6973,$14.015,688142,$13.69,1.11%,1.3709,0.9781,Commercial Services & Supplies,88%,96%,Driven Brands Holdings Inc.
DSGN,NaN,-0.82%,0.26%,4.90%,0.638,0.7984,$13.33,788916,$NaN,NaN%,1.3078,1.188,Biotechnology,47%,41%,"Design Therapeutics, Inc."
DSGX,2109,5.60%,2.08%,5.93%,3.96,2.7259,$70.48,633589,$66,-0.62%,0.9843,1.1239,Software,94%,96%,The Descartes Systems Group Inc.
DT,504,6.99%,1.81%,7.27%,2.94,1.5608,$43.33,5170153,$40.28,0.00%,1.3341,1.3206,Software,99%,99%,"Dynatrace, Inc."
DTE,NaN,0.84%,0.33%,1.14%,1.745,2.5486,$154.475,791011,$NaN,NaN%,0.9575,0.8613,Multi-Utilities,76%,95%,DTE Energy Company
DTM,NaN,0.60%,-0.09%,1.85%,2.76,3.1436,$150.71,457649,$NaN,NaN%,0.8629,1.064,"Oil, Gas & Consumable Fuels",53%,85%,"DT Midstream, Inc."
DUK,5128,0.36%,0.31%,0.76%,0.9739,2.2209,$128.38,2172450,$128,0.70%,0.7485,0.8868,Electric Utilities,90%,98%,Duke Energy Corporation
DUOL,2590,1.06%,-0.70%,5.47%,6.48,8.9539,$121.47,1252718,$120.4,0.38%,0.9626,0.982,Diversified Consumer Services,46%,15%,"Duolingo, Inc."
DUOT,2499,9.77%,1.69%,10.73%,1.116,1.1869,$11.42,429098,$10.626,-2.69%,0.7839,0.7885,Software,91%,36%,"Duos Technologies Group, Inc."
DV,708,7.95%,0.95%,9.25%,0.925,0.4154,$10.8,3541484,$10.09,1.41%,2.0895,1.6018,Software,86%,87%,"DoubleVerify Holdings, Inc."
DVA,NaN,2.17%,1.29%,2.25%,4.78,5.4904,$216.83,495580,$NaN,NaN%,1.0228,1.0008,Health Care Providers & Services,96%,98%,DaVita Inc.
DVN,45735,-0.93%,-0.54%,2.59%,1.085,1.5971,$42.185,8317628,$42.3,-0.70%,0.7603,0.7564,"Oil, Gas & Consumable Fuels",32%,20%,Devon Energy Corporation
DX,20046,0.34%,-0.13%,1.50%,0.195,0.2216,$13.135,5358485,$13.09,0.00%,1.3391,1.5262,Mortgage Real Estate Investment Trusts (REITs),51%,81%,"Dynex Capital, Inc."
DXCM,2542,2.69%,1.09%,3.08%,2.1,2.7488,$70.12,3643889,$68.02,-0.92%,1.0335,0.9671,Health Care Equipment & Supplies,88%,51%,"DexCom, Inc."
DY,220,0.10%,-0.85%,5.78%,27.72,23.1041,$488.57,781021,$486,-1.54%,1.4954,1.6872,Construction & Engineering,31%,70%,"Dycom Industries, Inc."
DYN,8230,-0.10%,-0.69%,5.85%,1.195,1.16,$20.94,2656604,$20.65,0.19%,1.3432,1.8172,Biotechnology,43%,55%,"Dyne Therapeutics, Inc."
E,6140,-1.05%,-0.19%,1.44%,0.66,1.5971,$46.07,421001,$46.49,-0.64%,0.7758,1.2763,"Oil, Gas & Consumable Fuels",23%,5%,Eni S.p.A.
EA,NaN,0.06%,-0.10%,0.41%,0.8349,1.0389,$205.11,1494550,$NaN,NaN%,0.7326,1.0366,Entertainment,31%,83%,Electronic Arts Inc.
EAT,NaN,1.01%,1.26%,4.42%,7.32,7.6616,$171.65,1256527,$NaN,NaN%,1.8534,1.8864,"Hotels, Restaurants & Leisure",84%,61%,"Brinker International, Inc."
EBAY,2489,0.20%,-0.35%,2.16%,2.32,3.0046,$107.87,1800116,$107.54,-0.43%,0.7465,0.6705,Broadline Retail,29%,43%,eBay Inc.
EBC,1424,1.28%,0.25%,1.88%,0.41,0.5407,$22.11,2400512,$21.9,0.23%,0.7052,0.8493,Banks,76%,94%,"Eastern Bankshares, Inc."
EC,NaN,3.44%,0.99%,4.32%,0.6137,0.8502,$14.72,3087236,$NaN,NaN%,0.6147,0.9487,"Oil, Gas & Consumable Fuels",84%,15%,Ecopetrol S.A.
ECG,NaN,-3.14%,-1.02%,4.13%,6.38,9.5321,$155.44,534687,$NaN,NaN%,1.8507,1.4593,Construction & Engineering,15%,29%,"Everus Construction Group, Inc."
ECL,135,1.09%,0.38%,2.16%,6,7.2421,$283.515,1235914,$283.5,0.82%,1.0506,1.0358,Chemicals,93%,98%,Ecolab Inc
ECO,5045,-1.77%,-0.81%,4.38%,2.165,2.3107,$49.73,516737,$50.55,-2.56%,0.9209,1.334,Marine Transportation,15%,4%,Okeanis Eco Tankers Corp.
ECVT,NaN,0.29%,1.58%,3.00%,0.355,0.3682,$12.18,2926169,$NaN,NaN%,1.7689,2.7261,Metals & Mining,100%,34%,Ecovyst Inc.
ED,NaN,0.66%,0.34%,1.25%,1.38,2.1821,$111.97,1013420,$NaN,NaN%,0.6298,0.6676,Multi-Utilities,86%,97%,"Consolidated Edison, Inc."
EEFT,NaN,4.98%,1.19%,5.83%,3.89,2.4785,$70.4,539456,$NaN,NaN%,1.1714,0.997,Professional Services,94%,97%,"Euronet Worldwide, Inc."
EFC,6846,-0.95%,-0.41%,1.25%,0.1695,0.2126,$13.57,1299774,$13.7479,0.72%,1.1657,1.3535,Mortgage Real Estate Investment Trusts (REITs),6%,58%,Ellington Financial Inc.
EFOR,NaN,12.94%,3.89%,14.34%,2.43,1.3067,$19.29,1053606,$NaN,NaN%,1.4438,1.5069,-,96%,96%,"Everforth, Inc."
EFX,NaN,4.18%,0.32%,5.17%,7.86,6.7819,$158.38,949839,$NaN,NaN%,0.6787,0.7043,Professional Services,81%,73%,Equifax Inc.
EG,NaN,2.90%,0.93%,3.10%,10.69,7.0802,$355.51,243206,$NaN,NaN%,0.734,0.7405,Insurance,99%,100%,"Everest Group, Ltd."
EGO,2868,2.02%,-0.80%,4.88%,1.5,1.7696,$31.34,2841064,$30.73,0.99%,0.888,1.0379,Metals & Mining,42%,66%,Eldorado Gold Corporation
EHC,NaN,1.80%,0.51%,2.60%,2.57,3.1025,$101.31,1653876,$NaN,NaN%,1.4734,2.2528,Health Care Providers & Services,91%,58%,Encompass Health Corporation
EIX,1559,0.92%,0.56%,1.42%,1.06,1.3659,$75.66,1537427,$74.7,-0.07%,1.0997,1.031,Electric Utilities,92%,98%,Edison International
EL,4681,-0.31%,-0.76%,4.38%,3.47,3.1214,$80.47,3177534,$80.93,-0.70%,1.0975,1.1186,Personal Care Products,34%,18%,The Estée Lauder Companies Inc.
ELAN,11646,1.66%,-0.06%,5.40%,1.2899,0.9975,$24.56,3659594,$24.29,-0.33%,0.9989,0.8598,Pharmaceuticals,51%,70%,Elanco Animal Health Incorporated
ELF,5001,4.22%,1.16%,5.10%,3.2851,4.0061,$67.46,2506199,$64.5,-0.91%,1.0784,0.7371,Personal Care Products,92%,96%,"e.l.f. Beauty, Inc."
ELMT,5708,2.67%,0.31%,6.62%,1.205,1.7224,$18.87,359404,$18.59,-0.48%,1.1218,0.4572,-,56%,52%,Elmet Group Co.
ELS,NaN,3.40%,0.66%,3.75%,2.33,1.4507,$64.24,1101795,$NaN,NaN%,0.9499,0.9508,Residential REITs,91%,93%,"Equity LifeStyle Properties, Inc."
ELV,136,2.33%,0.79%,2.90%,11.14,10.8223,$395.14,1120514,$386.6,-0.19%,1.0257,1.0126,Health Care Providers & Services,96%,77%,Elevance Health Inc.
ELVN,5861,2.27%,1.30%,3.94%,1.91,3.7141,$50.07,3313428,$49.2,0.16%,1.6811,1.8543,Pharmaceuticals,84%,91%,"Enliven Therapeutics, Inc."
EMA,NaN,0.77%,0.46%,0.79%,0.42,0.88,$53.78,165390,$NaN,NaN%,0.8478,0.7534,Electric Utilities,98%,100%,Emera Incorporated
EMBJ,2059,2.16%,0.75%,3.14%,1.94,2.3381,$63.74,2097245,$62.28,-0.83%,2.6378,1.7713,Aerospace & Defense,96%,91%,Embraer S.A.
EME,NaN,-5.01%,-2.42%,5.59%,44.5693,34.4014,$798.74,378460,$NaN,NaN%,1.2504,1.3729,Construction & Engineering,5%,3%,"EMCOR Group, Inc."
EMN,159,1.14%,1.37%,2.50%,1.73,2.0909,$70.715,1412105,$70.61,0.00%,1.945,1.8631,Chemicals,90%,42%,Eastman Chemical Company
EMR,397,-0.47%,0.06%,2.15%,3.05,4.7682,$143.445,3440211,$144.9,-0.30%,1.4729,1.7113,Electrical Equipment,54%,23%,Emerson Electric Co.
ENB,2219,-0.04%,0.27%,1.06%,0.59,0.9559,$56.23,2328900,$56.08,-0.20%,0.8919,0.8185,"Oil, Gas & Consumable Fuels",78%,92%,Enbridge Inc.
ENOV,NaN,0.73%,2.06%,3.89%,0.85,1.2118,$22.67,634414,$NaN,NaN%,0.8151,0.7869,Health Care Equipment & Supplies,98%,99%,Enovis Corporation
ENPH,46478,2.69%,0.21%,5.63%,2.5899,4.4351,$47.42,3751513,$46.17,-2.20%,0.5709,0.5965,Semiconductors & Semiconductor Equipment,54%,28%,"Enphase Energy, Inc."
ENR,1323,1.32%,0.69%,2.11%,0.47,0.894,$22.62,449296,$22.45,0.45%,0.5175,0.6072,Household Products,79%,75%,"Energizer Holdings, Inc."
ENS,NaN,-1.33%,0.80%,4.75%,10.2517,10.4708,$221.01,953818,$NaN,NaN%,2.3857,2.6561,Electrical Equipment,50%,30%,EnerSys
ENSG,NaN,-1.74%,-0.48%,4.02%,6.445,7.5804,$163.06,1317703,$NaN,NaN%,1.6654,1.7012,Health Care Providers & Services,41%,70%,"The Ensign Group, Inc."
ENTG,4932,-4.11%,0.87%,7.83%,12.275,14.6242,$161.34,3455506,$165.5216,-6.10%,1.0583,1.4181,Semiconductors & Semiconductor Equipment,38%,15%,"Entegris, Inc."
EOG,821,-0.92%,-0.32%,1.96%,2.58,4.0689,$132.57,2922964,$131.2557,-1.75%,0.8609,1.015,"Oil, Gas & Consumable Fuels",26%,50%,"EOG Resources, Inc."
EPAC,NaN,-0.03%,0.95%,4.16%,1.485,1.0922,$36.73,507464,$NaN,NaN%,1.7017,1.5512,Machinery,68%,68%,Enerpac Tool Group Corp.
EPAM,NaN,3.61%,-0.13%,5.02%,3.91,4.8561,$80.71,1037973,$NaN,NaN%,0.4124,0.7681,IT Services,72%,87%,"EPAM Systems, Inc."
EPC,NaN,7.64%,2.42%,8.71%,2.2248,1.5141,$27.76,1051430,$NaN,NaN%,0.7294,1.2987,Personal Care Products,100%,100%,Edgewell Personal Care Company
EPD,4433,-0.46%,-0.12%,1.74%,0.635,0.7105,$36.58,3136224,$36.79,-0.14%,1.1212,1.2784,"Oil, Gas & Consumable Fuels",26%,45%,Enterprise Products Partners L.P.
EPR,NaN,0.48%,0.52%,1.30%,0.77,1.283,$59.67,515523,$NaN,NaN%,1.4273,1.2235,Specialized REITs,81%,94%,EPR Properties
EPRT,100,0.20%,-0.48%,1.92%,0.585,0.6974,$30.61,1885036,$30.4,0.00%,1.4469,1.4295,Diversified REITs,26%,75%,"Essential Properties Realty Trust, Inc."
EQH,501,0.34%,-0.64%,3.79%,1.65,1.2085,$44,2711303,$43.07,-1.76%,0.6836,0.7857,Financial Services,27%,32%,"Equitable Holdings, Inc."
EQIX,262,0.94%,0.59%,2.14%,22.945,26.9403,$1091.54,399782,$1092.72,0.47%,0.8879,1.0432,Specialized REITs,85%,38%,"Equinix, Inc."
EQNR,121325,-0.78%,-0.13%,1.38%,0.425,1.1943,$31.045,2178793,$31.25,-0.98%,0.6029,0.6246,"Oil, Gas & Consumable Fuels",35%,10%,Equinor ASA
EQPT,4500,4.39%,0.59%,11.74%,2.23,1.9914,$20.47,4720822,$19.7867,0.49%,1.7193,2.6248,Trading Companies & Distributors,66%,19%,EquipmentShare.com Inc.
EQR,NaN,1.08%,0.82%,1.66%,1.12,1.3718,$68.37,2124693,$NaN,NaN%,1.0874,1.008,Residential REITs,86%,97%,Equity Residential
EQT,10902,1.40%,-0.37%,3.14%,1.63,1.3014,$52.695,9130330,$51.56,-0.17%,1.4179,1.7334,"Oil, Gas & Consumable Fuels",44%,70%,EQT Corporation
ERAS,8002,7.17%,3.37%,10.24%,1.51,1.0946,$15.99,7710316,$14.95,0.00%,1.5468,1.6078,Biotechnology,82%,88%,"Erasca, Inc."
ERIC,34859,-0.45%,-0.09%,1.38%,0.15,0.384,$10.95,7099449,$11,-0.54%,0.7355,0.7442,Communications Equipment,43%,8%,Telefonaktiebolaget LM Ericsson (publ)
ERO,7163,1.30%,0.02%,3.52%,0.92,1.7796,$26.53,989780,$26.3,-0.27%,0.8545,0.8026,Metals & Mining,42%,14%,Ero Copper Corp.
EROC,NaN,-6.41%,-1.20%,9.26%,1.25,2.8049,$13.804,1817156,$NaN,NaN%,1.6143,0.458,"Oil, Gas & Consumable Fuels",24%,7%,"ERock, Inc."
ES,1228,1.76%,0.62%,1.80%,1.3,1.5328,$73.459,2073633,$72.28,0.28%,1.0882,1.036,Electric Utilities,98%,99%,Eversource Energy
ESAB,NaN,1.75%,1.54%,3.51%,3.42,5.4357,$100.51,639159,$NaN,NaN%,0.8762,1.0305,Machinery,93%,40%,ESAB Corporation
ESI,NaN,-1.08%,1.45%,5.12%,2.255,2.3666,$45.68,5296806,$NaN,NaN%,1.3842,2.1464,Chemicals,71%,31%,Element Solutions Inc
ESNT,NaN,3.18%,1.52%,3.73%,2.3,1.3854,$63.94,973632,$NaN,NaN%,1.7385,1.6051,Financial Services,99%,100%,Essent Group Ltd.
ESS,NaN,1.96%,0.94%,2.62%,7.55,5.6721,$295.34,371759,$NaN,NaN%,1.746,1.5034,Residential REITs,93%,98%,"Essex Property Trust, Inc."
ESTA,191,-0.36%,-0.84%,3.20%,2.81,4.6443,$88.61,1434749,$89.99,1.03%,3.3642,3.511,Health Care Equipment & Supplies,33%,82%,Establishment Labs Holdings Inc.
ESTC,611,3.22%,0.55%,4.73%,2.57,3.0129,$56.11,1529648,$54.5921,1.85%,0.9191,0.742,Software,68%,41%,Elastic N.V.
ET,68046,0.47%,-0.05%,1.10%,0.21,0.3712,$19.16,4892764,$19.0922,-0.46%,0.6075,0.5902,"Oil, Gas & Consumable Fuels",57%,74%,Energy Transfer LP
ETD,NaN,2.41%,0.73%,3.94%,0.86,0.8386,$22.54,411885,$NaN,NaN%,0.7398,0.8957,Household Durables,86%,74%,Ethan Allen Interiors Inc.
ETN,12264,-1.99%,-0.03%,3.77%,15.0239,18.0853,$402.51,2486998,$409.25,-2.53%,1.3649,1.3574,Electrical Equipment,29%,11%,Eaton Corporation plc
ETOR,NaN,7.91%,1.09%,9.26%,3.49,1.8185,$40.66,1246710,$NaN,NaN%,1.883,2.0264,Capital Markets,85%,91%,eToro Group Ltd.
ETR,1623,0.23%,-0.01%,0.92%,1.065,2.0728,$115.87,1864516,$115.53,0.13%,1.0301,0.934,Electric Utilities,52%,91%,Entergy Corporation
ETSY,NaN,0.98%,0.34%,2.82%,2.1641,2.845,$78.07,2247919,$NaN,NaN%,0.9745,0.8738,Broadline Retail,63%,75%,"Etsy, Inc."
EVC,NaN,7.24%,1.01%,8.58%,0.96,0.7294,$12,2089587,$NaN,NaN%,1.304,1.1762,Media,84%,95%,Entravision Communications
EVER,1000,7.41%,0.49%,10.14%,2.19,1.1914,$23.2,1274901,$21.6286,-0.33%,2.7382,2.4295,Interactive Media & Services,73%,85%,"EverQuote, Inc."
EVMN,NaN,2.93%,1.79%,7.82%,1.87,1.5559,$25.125,640639,$NaN,NaN%,1.2154,1.5549,Biotechnology,65%,85%,"Evommune, Inc."
EVRG,NaN,0.35%,0.10%,0.93%,0.805,1.4371,$87.22,1712431,$NaN,NaN%,1.1568,1.1888,Electric Utilities,57%,93%,"Evergy, Inc."
EVTC,NaN,5.43%,0.81%,6.91%,1.785,1.2939,$27.37,600766,$NaN,NaN%,1.7918,1.118,Financial Services,87%,91%,"EVERTEC, Inc."
EW,275,0.46%,-0.43%,3.50%,3.13,2.4025,$90.765,4053625,$89.56,-0.18%,1.444,1.0879,Health Care Equipment & Supplies,46%,76%,Edwards Lifesciences Corporation
EWBC,NaN,-0.88%,-0.04%,1.38%,1.7802,3.2339,$129.54,557781,$NaN,NaN%,0.7176,0.7961,Banks,30%,61%,"East West Bancorp, Inc."
EWTX,NaN,0.75%,0.44%,6.20%,2.5,2.6456,$41.39,916540,$NaN,NaN%,0.8855,0.588,Biotechnology,43%,68%,"Edgewise Therapeutics, Inc."
EXC,1788671,0.38%,0.36%,0.87%,0.41,0.9082,$47.42,6104642,$47.23,1.03%,0.9405,1.0445,Electric Utilities,93%,95%,Exelon Corporation
EXE,890,-0.45%,-1.22%,3.16%,2.79,2.0022,$88.38,3029057,$88.77,0.37%,1.0761,1.0937,"Oil, Gas & Consumable Fuels",8%,36%,Expand Energy Corporation
EXEL,441,2.51%,0.38%,3.91%,2.075,1.5686,$54.79,1776319,$53.35,0.23%,0.8861,1.0276,Biotechnology,83%,92%,"Exelixis, Inc."
EXLS,68545,2.97%,0.47%,3.61%,0.91,1.0163,$26,3397876,$25.26,0.16%,1.5461,1.9389,Professional Services,86%,56%,"ExlService Holdings, Inc."
EXP,212,-1.16%,0.20%,2.16%,4.995,8.9294,$233.625,430639,$235.44,0.00%,1.2412,1.3205,Construction Materials,40%,54%,Eagle Materials Inc.
EXPD,4649,-0.20%,-0.10%,1.44%,2.305,3.4986,$160.605,447266,$162,0.20%,0.5655,0.4689,Air Freight & Logistics,26%,27%,"Expeditors International of Washington, Inc."
EXPE,NaN,5.03%,1.26%,6.21%,15.49,10.7807,$262.7,1147487,$NaN,NaN%,0.8292,0.9764,"Hotels, Restaurants & Leisure",87%,79%,"Expedia Group, Inc."
EXPO,NaN,5.01%,0.64%,5.54%,3.21,2.2939,$60.8,505316,$NaN,NaN%,0.9489,1.0806,Professional Services,90%,96%,"Exponent, Inc."
EXR,NaN,0.69%,0.34%,1.10%,1.625,3.2675,$149.15,713963,$NaN,NaN%,0.7895,0.9492,Specialized REITs,70%,91%,Extra Space Storage Inc.
EXTR,NaN,3.93%,2.61%,7.93%,2.355,1.4801,$31.77,3852863,$NaN,NaN%,2.7559,2.4005,Communications Equipment,88%,80%,"Extreme Networks, Inc."
EYE,100,4.32%,0.94%,7.64%,1.355,1.0379,$18.82,1894097,$18,-0.22%,1.1406,1.004,Specialty Retail,79%,89%,"National Vision Holdings, Inc."
EYPT,202,-0.36%,-0.64%,4.07%,0.55,0.8189,$13.66,934428,$13.8,0.66%,1.0177,0.9708,Pharmaceuticals,25%,12%,"EyePoint Pharmaceuticals, Inc."
EZPW,962,-2.14%,-0.71%,3.68%,1.19,1.6948,$32.52,1023557,$33.44,0.48%,1.097,1.1756,Consumer Finance,12%,46%,"EZCORP, Inc."
F,205204,0.93%,-0.89%,3.58%,0.5,0.5479,$14.11,44943213,$13.99,-0.85%,0.8544,0.8593,Automobiles,26%,47%,Ford Motor Company
FA,NaN,7.16%,1.28%,7.46%,1.24,0.7643,$17.82,1964936,$NaN,NaN%,1.7389,1.7141,Professional Services,96%,98%,First Advantage Corporation
FAF,NaN,1.45%,1.39%,3.10%,2.02,1.8579,$67.07,696751,$NaN,NaN%,0.7526,0.8437,Insurance,99%,42%,First American Financial Corporation
FANG,7223,-0.88%,-0.60%,2.05%,3.675,5.6598,$179.74,2033031,$185,1.34%,1.1934,1.0355,"Oil, Gas & Consumable Fuels",10%,4%,"Diamondback Energy, Inc."
FAST,4525,-0.06%,-0.31%,1.80%,0.84,1.0729,$47.12,7626679,$47.12,0.43%,1.6984,1.7798,Trading Companies & Distributors,48%,71%,Fastenal Company
FBIN,NaN,-0.24%,0.14%,2.33%,1.06,2.1685,$45.94,1582351,$NaN,NaN%,0.8662,0.8952,Building Products,47%,87%,"Fortune Brands Innovations, Inc."
FBP,NaN,-0.58%,-0.07%,1.64%,0.43,0.5136,$26.38,886225,$NaN,NaN%,0.6976,0.6911,Banks,49%,72%,First BanCorp.
FCEL,607751,18.23%,0.66%,31.91%,6.1688,3.5718,$23.93,19003338,$20.18,2.70%,1.4968,1.8158,Electrical Equipment,75%,71%,"FuelCell Energy, Inc."
FCF,NaN,0.17%,0.43%,1.18%,0.24,0.3764,$20.515,583209,$NaN,NaN%,1.4088,1.2274,Banks,85%,97%,First Commonwealth Financial Corporation
FCFS,NaN,-2.21%,-0.44%,3.26%,6.865,9.3331,$211.95,380427,$NaN,NaN%,1.0612,1.0469,Consumer Finance,22%,7%,"FirstCash Holdings, Inc"
FCN,NaN,6.42%,2.05%,7.32%,10.31,6.0266,$150.94,698020,$NaN,NaN%,1.034,1.6699,Professional Services,98%,99%,"FTI Consulting, Inc."
FCPT,NaN,1.39%,0.85%,1.69%,0.425,0.4886,$25.57,796431,$NaN,NaN%,1.4112,1.4988,Specialized REITs,93%,98%,"Four Corners Property Trust, Inc."
FCX,251270,0.68%,0.20%,2.21%,1.3649,3.0326,$62.33,13549929,$61.69,-1.77%,1.1052,1.1983,Metals & Mining,51%,14%,Freeport-McMoRan Inc.
FDMT,NaN,0.78%,2.06%,10.88%,1.18,0.8572,$11.58,1064644,$NaN,NaN%,0.9784,1.4278,Biotechnology,62%,75%,"4D Molecular Therapeutics, Inc."
FDP,NaN,2.53%,1.15%,3.02%,0.86,0.9657,$29.23,311089,$NaN,NaN%,0.4764,0.6534,Food Products,92%,98%,Fresh Del Monte Produce Inc.
FDS,NaN,8.98%,1.69%,9.51%,20.2075,11.7342,$231.54,1138824,$NaN,NaN%,1.5179,1.7306,Capital Markets,94%,95%,FactSet Research Systems Inc.
FDX,2839,-2.88%,-1.11%,3.64%,11.5,11.025,$318.19,2225233,$326.61,-0.86%,0.9163,1.3735,Air Freight & Logistics,18%,46%,FedEx Corporation
FDXF,4503,-2.02%,1.54%,8.96%,12.93,11.8919,$153.51,3926531,$158.03,-0.32%,3.3513,2.7489,-,71%,34%,"FedEx Freight Holding Company, Inc."
FE,NaN,0.32%,0.41%,1.02%,0.49,0.8569,$48.455,2889443,$NaN,NaN%,1.0816,0.8177,Electric Utilities,93%,98%,FirstEnergy Corp.
FER,12569,-1.84%,-0.96%,2.13%,1.45,1.6141,$68.37,1683309,$69.69,-0.73%,1.3197,1.2492,Construction & Engineering,10%,5%,Ferrovial SE
FERG,NaN,-0.16%,0.73%,1.82%,4.27,7.7598,$238.49,844084,$NaN,NaN%,0.9309,0.7888,Trading Companies & Distributors,91%,60%,Ferguson plc
FFBC,NaN,0.33%,0.30%,1.68%,0.56,0.6643,$33.75,1278885,$NaN,NaN%,2.1008,1.8919,Banks,61%,91%,First Financial Bancorp.
FFIN,NaN,0.17%,0.00%,1.34%,0.47,0.7299,$35.2,943652,$NaN,NaN%,1.2622,1.3947,Banks,53%,92%,"First Financial Bankshares, Inc."
FFIV,NaN,2.03%,0.66%,3.65%,13.95,11.9529,$394.06,568530,$NaN,NaN%,1.4873,1.3215,Communications Equipment,86%,87%,"F5, Inc."
FG,100,1.28%,0.22%,3.68%,0.97,0.9577,$27,244508,$26.3,-0.72%,0.5689,0.5964,Insurance,66%,44%,"F&G Annuities & Life, Inc."
FHB,NaN,3.57%,0.86%,3.75%,1.0693,0.6321,$29.56,1494281,$NaN,NaN%,0.9572,1.351,Banks,95%,97%,"First Hawaiian, Inc."
FHI,NaN,0.45%,0.37%,2.10%,1.19,1.4375,$57.515,330015,$NaN,NaN%,0.9495,0.7469,Capital Markets,77%,42%,"Federated Hermes, Inc."
FHN,NaN,-0.31%,0.39%,1.48%,0.375,0.4671,$25.55,3217803,$NaN,NaN%,1.0025,0.9271,Banks,52%,72%,First Horizon Corporation
FIBK,NaN,0.31%,0.55%,1.25%,0.48,0.8243,$38.63,529744,$NaN,NaN%,0.7446,0.7558,Banks,75%,95%,"First Interstate BancSystem, Inc."
FIG,292717,9.76%,3.48%,10.95%,1.84,1.2766,$18.56,17525390,$16.901,0.36%,1.0044,1.0192,Software,95%,53%,"Figma, Inc."
FIGR,19950,1.43%,0.27%,4.27%,1.12,1.9526,$26.88,2930928,$26.5,-1.52%,0.7454,0.9099,IT Services,59%,13%,"Figure Technology Solutions, Inc. Class A Common Stock"
FIGS,786,4.32%,1.51%,4.68%,0.52,0.6999,$11.6,2870613,$11.0101,-0.72%,1.1748,1.2758,Health Care Equipment & Supplies,92%,55%,"FIGS, Inc."
FIS,408,1.45%,0.74%,2.46%,0.93,1.2243,$38.57,5440534,$38.2,0.90%,1.275,1.1513,Financial Services,78%,68%,"Fidelity National Information Services, Inc."
FISN,9255,3.65%,2.27%,17.23%,1.68,1.8842,$10.7801,579386,$10.1,0.70%,0.6699,2.3484,-,61%,40%,"Deep Fission, Inc."
FISV,23233,3.95%,1.47%,4.17%,1.985,2.1996,$49.45,6700171,$47.54,0.02%,1.0778,0.9375,Financial Services,95%,96%,"Fiserv, Inc."
FITB,285,-0.30%,-0.08%,1.42%,0.795,1.2908,$56.33,5083213,$56.46,0.09%,1.0034,0.8717,Banks,45%,89%,Fifth Third Bancorp
FIVE,1115,-0.11%,-0.31%,3.19%,5.92,7.0714,$188.36,640258,$187,0.22%,0.8382,0.4773,Specialty Retail,45%,24%,"Five Below, Inc."
FIVN,12823,7.73%,2.16%,7.93%,1.57,1.2794,$21.33,2155671,$19.78,1.38%,1.0035,0.8466,Software,98%,99%,"Five9, Inc."
FIX,2204,-5.31%,-3.06%,5.91%,109.13,112.9836,$1853.12,741159,$1955,-3.10%,2.1698,2.0417,Construction & Engineering,5%,2%,"Comfort Systems USA, Inc."
FIZZ,NaN,-1.41%,0.88%,5.98%,1.9,1.4245,$32.75,663059,$NaN,NaN%,1.8195,2.4739,Beverages,52%,19%,National Beverage Corp.
FLEX,12866,-6.47%,-3.68%,10.38%,15.0266,10.7312,$146.48,6311182,$155.9,-3.34%,0.9999,1.2664,"Electronic Equipment, Instruments & Components",12%,8%,Flex Ltd.
FLG,200082,0.39%,0.56%,1.90%,0.285,0.3921,$15.26,5486644,$15.15,0.00%,1.3222,1.4547,Banks,84%,92%,"Flagstar Financial, Inc."
FLNC,218631,1.64%,0.10%,6.35%,1.18,2.9356,$19.23,6581129,$18.86,-2.68%,0.7857,0.5381,Electrical Equipment,55%,8%,"Fluence Energy, Inc."
FLOC,NaN,5.39%,2.84%,6.28%,1.29,1.0564,$21.79,913258,$NaN,NaN%,1.7489,1.8356,Energy Equipment & Services,98%,49%,Flowco Holdings Inc.
FLR,5428,1.19%,0.11%,4.99%,2.5929,2.4248,$53.63,1967469,$53,-1.16%,0.9636,0.9477,Construction & Engineering,65%,64%,Fluor Corporation
FLS,NaN,-2.45%,-0.21%,3.47%,2.495,3.5733,$72.58,2123381,$NaN,NaN%,1.0122,1.332,Machinery,27%,6%,Flowserve Corporation
